NN_Predicted_V1,NN_Predicted_V2,NN_Predicted_V3
2277.128,2277.3108,2277.2341
2273.877,2273.9668,2273.9233
2277.2727,2277.319,2277.286
2300.1582,2300.293,2300.2266
2384.9287,2385.2646,2385.144
2390.5698,2390.8218,2390.7324
2411.6138,2411.6099,2411.6301
2417.2583,2417.2732,2417.2896
2416.089,2416.1082,2416.1226
2416.118,2416.1433,2416.1567
2416.2527,2416.284,2416.2966
2413.3374,2413.3677,2413.3809
2411.8997,2411.9373,2411.9438
2411.9417,2411.9807,2411.9875
2413.7595,2413.8008,2413.8071
2417.4045,2417.4492,2417.4539
2421.0417,2421.0884,2421.0908
2422.1523,2422.195,2422.1958
2418.6155,2418.6458,2418.646
2332.5117,2332.3862,2332.4258
2306.1694,2305.9465,2306.0154
2292.1895,2291.887,2291.982
2287.0288,2286.6782,2286.7917
2284.5833,2284.208,2284.3315
2281.2034,2280.8188,2280.9443
2277.813,2277.434,2277.5547
2276.1018,2275.7578,2275.8606
2291.6243,2291.3772,2291.444
2306.4968,2306.3044,2306.3533
2389.5994,2389.558,2389.5762
2395.6018,2395.5752,2395.5918
2403.4004,2403.394,2403.4077
2404.1262,2404.128,2404.1394
2404.8408,2404.8506,2404.86
2405.4822,2405.4995,2405.5078
2405.1506,2405.1726,2405.1807
2403.5608,2403.5862,2403.5898
2403.3628,2403.3892,2403.3928
2405.7102,2405.7395,2405.743
2406.867,2406.8953,2406.8975
2409.5146,2409.5427,2409.5435
2413.4854,2413.514,2413.5127
2416.924,2416.9534,2416.9502
2421.514,2421.549,2421.5425
2358.226,2358.1626,2358.178
2310.3955,2310.2444,2310.283
2317.6887,2317.681,2317.6667
2301.5984,2301.5767,2301.5635
2278.4407,2278.24,2278.301
2274.4988,2274.2644,2274.333
2274.5393,2274.2788,2274.3506
2290.303,2290.1367,2290.172
2304.8472,2304.77,2304.7744
2382.7202,2382.9067,2382.832
2406.2903,2406.2856,2406.2966
2414.726,2414.7444,2414.751
2415.4268,2415.4534,2415.4575
2416.2388,2416.2727,2416.2754
2416.1584,2416.1975,2416.1995
2415.71,2415.7527,2415.7546
2414.7102,2414.75,2414.7537
2415.2559,2415.2976,2415.301
2417.738,2417.7827,2417.7852
2420.8662,2420.9138,2420.914
2424.2363,2424.285,2424.283
2426.2197,2426.2659,2426.262
2416.662,2416.842,2416.782
2326.737,2326.9272,2326.8474
2297.9583,2298.108,2298.036
2284.6345,2284.6768,2284.643
2281.6106,2281.5417,2281.5518
2282.41,2282.2305,2282.2822
2280.8555,2280.6438,2280.707
2274.4473,2274.31,2274.3428
2271.949,2271.8994,2271.8953
2279.2012,2279.3267,2279.2559
2298.9614,2299.2473,2299.118
2371.4412,2371.864,2371.702
2405.5713,2405.5615,2405.5742
2413.325,2413.3372,2413.3455
2411.861,2411.8767,2411.8835
2411.8884,2411.9102,2411.9155
2411.729,2411.7559,2411.7605
2409.9373,2409.9656,2409.9702
2406.132,2406.1494,2406.1602
2404.9268,2404.9434,2404.9534
2406.59,2406.6082,2406.6165
2408.0078,2408.025,2408.0317
2409.9229,2409.938,2409.9429
2413.2024,2413.2166,2413.2197
2407.9407,2408.126,2408.063
2400.5566,2400.9653,2400.8228
2319.001,2319.2961,2319.172
2306.9155,2307.2036,2307.0764
2283.706,2283.9084,2283.8098
2273.5813,2273.7417,2273.6611
2306.4253,2306.748,2306.604
2296.5994,2296.812,2296.708
2302.9224,2303.144,2303.0386
2314.4,2314.6821,2314.5574
2369.0264,2369.3813,2369.2441
2369.7932,2370.1348,2370.0027
2395.3508,2395.3147,2395.3347
2401.455,2401.4365,2401.454
2401.5652,2401.5535,2401.5693
2401.72,2401.715,2401.7292
2401.6929,2401.6938,2401.707
2400.3494,2400.3533,2400.3655
2398.046,2398.0447,2398.0623
2397.6978,2397.6975,2397.714
2400.2935,2400.296,2400.3108
2403.4524,2403.4563,2403.4695
2406.2668,2406.27,2406.281
2408.2874,2408.2874,2408.2969
2403.7507,2403.8796,2403.8384
2401.0518,2401.3381,2401.2397
2340.4148,2340.6343,2340.5461
2320.041,2320.273,2320.1726
2311.5845,2311.8464,2311.7307
2295.7468,2295.971,2295.8655
2269.6157,2269.6838,2269.6477
2268.0715,2268.1003,2268.0781
2266.902,2266.933,2266.9045
2274.2554,2274.372,2274.308
2368.0298,2368.4265,2368.278
2369.4065,2369.7354,2369.611
2395.6267,2395.5854,2395.6116
2402.0461,2402.0234,2402.0469
2401.5842,2401.5676,2401.5894
2400.8557,2400.8445,2400.8647
2401.198,2401.1934,2401.2124
2401.8042,2401.8054,2401.8237
2401.641,2401.6477,2401.6665
2401.2764,2401.2834,2401.3015
2403.1401,2403.1492,2403.166
2404.6453,2404.6533,2404.6685
2407.1174,2407.1243,2407.1375
2410.5713,2410.5776,2410.5886
2409.034,2409.1465,2409.1152
2411.127,2411.287,2411.2368
2327.5513,2327.5242,2327.5269
2310.5527,2310.5479,2310.5369
2303.0273,2303.0676,2303.0369
2294.0718,2294.106,2294.075
2284.675,2284.68,2284.6584
2274.1804,2274.1428,2274.138
2282.6182,2282.6875,2282.6423
2300.872,2301.083,2300.9883
2371.7576,2372.1392,2371.9995
2374.5906,2374.8945,2374.7825
2397.8857,2397.8494,2397.8767
2402.6167,2402.5957,2402.6208
2401.423,2401.4067,2401.4302
2400.036,2400.0242,2400.0461
2398.5908,2398.5828,2398.6038
2397.622,2397.6177,2397.638
2397.4705,2397.4766,2397.4922
2397.1787,2397.1858,2397.201
2398.4639,2398.4722,2398.4868
2400.2542,2400.262,2400.2751
2402.3828,2402.3892,2402.4011
2404.3599,2404.3628,2404.3735
2403.183,2403.2136,2403.211
2405.0645,2405.1357,2405.1167
2339.6277,2339.602,2339.6067
2306.4,2306.2815,2306.3123
2287.0178,2286.7886,2286.856
2329.1206,2329.0127,2329.0398
2310.0344,2309.8508,2309.9014
2316.3296,2316.1516,2316.2004
2315.344,2315.1562,2315.2083
2302.652,2302.4348,2302.495
2328.6743,2328.5312,2328.57
2394.9116,2394.8735,2394.8967
2398.4722,2398.443,2398.4666
2404.1077,2404.0955,2404.116
2403.3123,2403.3054,2403.3242
2404.9375,2404.9404,2404.957
2405.4907,2405.5007,2405.5166
2404.385,2404.3984,2404.4136
2405.2407,2405.2664,2405.2742
2405.6724,2405.7002,2405.7083
2407.7488,2407.7793,2407.7866
2410.9211,2410.9546,2410.9602
2414.373,2414.4082,2414.4119
2416.8237,2416.8574,2416.8591
2415.5593,2415.6018,2415.5962
2353.4575,2353.4092,2353.4238
2348.5312,2348.4524,2348.4756
2317.6052,2317.4302,2317.482
2299.7961,2299.5671,2299.635
2294.2827,2294.0972,2294.1477
2295.797,2295.7627,2295.7568
2280.9434,2280.9043,2280.8994
2279.3376,2279.2688,2279.2732
2305.138,2305.1536,2305.1284
2391.7783,2391.9395,2391.88
2399.6248,2399.705,2399.6804
2409.803,2409.8022,2409.8167
2414.8853,2414.9014,2414.912
2414.1938,2414.2153,2414.2239
2413.4922,2413.5183,2413.5256
2412.4185,2412.4482,2412.455
2410.914,2410.9463,2410.9531
2408.6301,2408.664,2408.667
2408.2231,2408.2578,2408.2607
2410.6199,2410.6577,2410.6602
2412.577,2412.6152,2412.6162
2414.1072,2414.1436,2414.143
2416.9812,2417.0166,2417.0142
2411.6853,2411.9077,2411.8335
2407.5337,2407.9705,2407.821
2351.9312,2352.3364,2352.1829
2321.5005,2321.8706,2321.7192
2324.032,2324.407,2324.252
2321.2522,2321.5925,2321.4485
2320.9226,2321.2654,2321.1196
2326.8787,2327.2632,2327.1038
2303.3943,2303.7036,2303.5679
2326.9568,2327.3328,2327.1768
2385.509,2385.9832,2385.8088
2387.1226,2387.5452,2387.388
2414.4524,2414.4644,2414.473
2418.2402,2418.2666,2418.2715
2416.6675,2416.697,2416.7004
2415.134,2415.1667,2415.1692
2413.5427,2413.5774,2413.5796
2411.0083,2411.0432,2411.0457
2406.8557,2406.8828,2406.8872
2404.8699,2404.895,2404.8994
2406.1553,2406.1814,2406.1848
2408.472,2408.4985,2408.5005
2410.3364,2410.3616,2410.3618
2412.7676,2412.7905,2412.789
2414.4082,2414.4646,2414.4482
2415.0188,2415.129,2415.091
2351.981,2351.99,2351.9768
2326.513,2326.4353,2326.4475
2319.5752,2319.4673,2319.4873
2315.8113,2315.7285,2315.7373
2315.2493,2315.196,2315.193
2324.0566,2324.0967,2324.0605
2321.8066,2321.933,2321.8655
2335.7585,2335.9475,2335.8599
2387.0063,2387.3064,2387.1917
2385.8733,2386.1711,2386.0564
2407.9185,2407.913,2407.925
2412.7498,2412.7607,2412.7693
2410.6528,2410.6663,2410.6733
2409.3623,2409.3794,2409.3855
2407.782,2407.8018,2407.8071
2405.7346,2405.7556,2405.761
2402.9836,2402.9958,2403.0066
2402.0776,2402.0896,2402.0999
2404.3184,2404.3328,2404.3416
2406.9534,2406.9688,2406.9758
2409.082,2409.0955,2409.1006
2411.5632,2411.5747,2411.578
2410.669,2410.7415,2410.719
2338.129,2338.1982,2338.1643
2291.1553,2291.1587,2291.1387
2277.8066,2277.8154,2277.7925
2275.0742,2275.1487,2275.103
2274.8887,2275.0369,2274.9607
2285.7966,2286.0425,2285.9258
2268.5217,2268.669,2268.5989
2276.9187,2277.137,2277.033
2316.6243,2317.0054,2316.845
2369.53,2370.0205,2369.837
2371.5232,2371.9578,2371.7937
2399.755,2399.7266,2399.7463
2406.0996,2406.0896,2406.1062
2406.9607,2406.9592,2406.9739
2407.5605,2407.5671,2407.5796
2408.039,2408.052,2408.0635
2406.51,2406.525,2406.5361
2404.7778,2404.788,2404.8047
2404.8298,2404.8416,2404.8572
2407.2334,2407.2476,2407.2615
2409.8599,2409.875,2409.887
2413.1982,2413.2139,2413.2234
2414.371,2414.3828,2414.3901
2402.5623,2402.7576,2402.6926
2397.0105,2397.4453,2397.2957
2322.6602,2322.9836,2322.8525
2287.4705,2287.676,2287.5798
2272.714,2272.8384,2272.7805
2272.357,2272.5132,2272.4373
2269.7292,2269.8806,2269.8088
2266.3035,2266.4292,2266.3713
2265.013,2265.138,2265.0767
2270.98,2271.1426,2271.0625
2311.5706,2311.856,2311.7332
2362.3708,2362.6772,2362.5593
2386.1362,2386.079,2386.1062
2393.755,2393.7173,2393.7424
2392.5977,2392.565,2392.5884
2392.2383,2392.2117,2392.2334
2392.6594,2392.6401,2392.6606
2390.4954,2390.478,2390.4973
2388.2878,2388.2722,2388.2927
2387.2903,2387.2744,2387.295
2389.6833,2389.6697,2389.689
2391.9612,2391.9475,2391.9656
2394.7192,2394.7043,2394.7212
2397.874,2397.8574,2397.8726
2401.395,2401.379,2401.392
2408.2515,2408.2456,2408.2546
2339.751,2339.6228,2339.663
2298.125,2297.856,2297.9377
2296.223,2295.9458,2296.0286
2317.372,2317.1675,2317.2268
2314.0422,2313.8298,2313.8906
2321.7678,2321.582,2321.634
2327.6104,2327.445,2327.4907
2310.381,2310.1829,2310.2375
2390.0813,2390.0242,2390.0505
2389.7227,2389.6692,2389.6968
2391.682,2391.635,2391.663
2396.2612,2396.229,2396.255
2396.2285,2396.2024,2396.227
2397.0066,2396.989,2397.0117
2397.6482,2397.6384,2397.6597
2397.207,2397.2024,2397.2224
2397.2458,2397.2517,2397.2673
2397.726,2397.7341,2397.7493
2399.8105,2399.8213,2399.8354
2402.6863,2402.6982,2402.711
2406.234,2406.2468,2406.2576
2407.0505,2407.0586,2407.068
2347.1653,2347.0835,2347.1128
2310.8826,2310.7292,2310.7769
2288.5513,2288.3772,2288.4282
2277.813,2277.6326,2277.6863
2275.7148,2275.5598,2275.6086
2275.547,2275.4448,2275.4778
2273.7861,2273.6257,2273.679
2270.2522,2270.016,2270.091
2270.1187,2269.857,2269.9348
2276.921,2276.695,2276.7556
2294.5986,2294.476,2294.5007
2378.186,2378.1997,2378.194
2388.303,2388.257,2388.2815
2397.259,2397.2346,2397.256
2396.665,2396.6465,2396.6663
2396.5818,2396.5703,2396.5884
2396.6567,2396.6519,2396.6687
2396.6743,2396.675,2396.6914
2397.3188,2397.3315,2397.3403
2396.199,2396.2112,2396.2205
2398.5217,2398.537,2398.5457
2401.239,2401.2556,2401.2632
2404.166,2404.1829,2404.1887
2407.6223,2407.6387,2407.6433
2411.7117,2411.7327,2411.734
2413.686,2413.7256,2413.7183
2339.3306,2339.333,2339.326
2315.5144,2315.5222,2315.507
2307.7522,2307.7297,2307.7222
2308.6792,2308.7449,2308.7036
2321.0798,2321.3054,2321.206
2320.9119,2321.0525,2320.984
2306.4048,2306.458,2306.4187
2296.667,2296.7703,2296.7107
2300.0664,2300.209,2300.1353
2365.9304,2366.2368,2366.1184
2387.666,2387.6255,2387.6433
2395.226,2395.2048,2395.2197
2394.0867,2394.0706,2394.0837
2392.5334,2392.522,2392.5332
2391.6055,2391.599,2391.6094
2390.0605,2390.0571,2390.0671
2388.1746,2388.1738,2388.1802
2387.849,2387.8494,2387.8562
2389.3098,2389.311,2389.318
2391.0842,2391.0845,2391.0913
2393.0793,2393.0774,2393.0837
2395.0942,2395.089,2395.0947
2390.7327,2390.861,2390.8167
2385.6787,2386.038,2385.9111
2300.2114,2300.4182,2300.3247
2290.8723,2291.047,2290.9604
2276.9387,2277.069,2276.9976
2296.2969,2296.565,2296.441
2303.1357,2303.4558,2303.313
2301.2266,2301.508,2301.38
2314.0337,2314.3245,2314.1956
2317.1426,2317.4048,2317.2876
2367.7908,2368.059,2367.952
2370.3364,2370.4575,2370.403
2384.5952,2384.5525,2384.5664
2394.5906,2394.571,2394.582
2397.6128,2397.6055,2397.6138
2398.3127,2398.3135,2398.3198
2398.6758,2398.6833,2398.6887
2397.1118,2397.1223,2397.127
2394.8284,2394.8345,2394.8406
2394.5354,2394.5425,2394.5486
2396.7742,2396.7837,2396.789
2399.015,2399.0244,2399.029
2401.213,2401.221,2401.224
2404.2498,2404.256,2404.258
2407.6792,2407.6848,2407.6853
2324.0408,2323.8845,2323.9282
2303.312,2303.0725,2303.1409
2340.1284,2339.9985,2340.031
2281.6396,2281.2441,2281.3682
2308.6917,2308.4683,2308.5269
2322.4993,2322.3228,2322.3657
2286.5369,2286.2551,2286.3318
2313.446,2313.2773,2313.3157
2402.45,2402.4263,2402.4363
2403.4963,2403.4744,2403.4873
2404.954,2404.9387,2404.9521
2408.6453,2408.641,2408.653
2413.3787,2413.391,2413.3994
2412.187,2412.2034,2412.2102
2411.8213,2411.843,2411.8484
2411.9568,2411.9841,2411.9885
2411.6272,2411.6584,2411.6628
2409.4553,2409.478,2409.4883
2409.445,2409.4692,2409.4788
2411.8909,2411.9175,2411.9255
2415.0513,2415.0796,2415.0857
2417.9458,2417.974,2417.978
2418.082,2418.1047,2418.1067
2349.226,2349.1963,2349.2014
2311.6013,2311.53,2311.5427
2290.8225,2290.6665,2290.705
2283.482,2283.2393,2283.3098
2284.8525,2284.558,2284.6511
2284.3472,2284.0652,2284.157
2278.299,2278.0696,2278.1423
2272.9265,2272.6611,2272.7424
2271.7097,2271.4238,2271.5054
2275.4414,2275.217,2275.2727
2294.59,2294.4272,2294.4614
2327.0256,2326.939,2326.9514
2394.6863,2394.649,2394.6692
2403.4646,2403.45,2403.467
2404.094,2404.0874,2404.1023
2404.4648,2404.465,2404.4788
2405.8599,2405.8687,2405.8806
2405.3213,2405.3337,2405.3452
2403.5925,2403.6003,2403.6174
2403.642,2403.6514,2403.6672
2406.5964,2406.6091,2406.6235
2409.2332,2409.2473,2409.2593
2412.3523,2412.3665,2412.376
2412.1758,2412.183,2412.1912
2343.4326,2343.399,2343.4075
2305.6267,2305.5842,2305.588
2284.9648,2284.8525,2284.877
2274.705,2274.6226,2274.6365
2272.67,2272.6597,2272.653
2273.5173,2273.4973,2273.498
2270.685,2270.6196,2270.6367
2266.2742,2266.1797,2266.2024
2266.385,2266.302,2266.3142
2270.9045,2270.9036,2270.8828
2285.8577,2286.0225,2285.9404
2313.4077,2313.6582,2313.5493
2384.7793,2384.7192,2384.7468
2393.6106,2393.572,2393.5972
2393.793,2393.762,2393.7856
2394.154,2394.1306,2394.1523
2394.5703,2394.554,2394.5742
2394.5815,2394.5706,2394.5896
2394.6711,2394.666,2394.6858
2394.9312,2394.9277,2394.9465
2397.855,2397.855,2397.8726
2401.374,2401.3765,2401.3923
2404.762,2404.7646,2404.7783
2406.0837,2406.0818,2406.0942
2340.9373,2340.8228,2340.8623
2306.817,2306.5933,2306.6638
2289.206,2288.8884,2288.9888
2282.5046,2282.1223,2282.246
2282.754,2282.3462,2282.4827
2283.2742,2282.8572,2283.0005
2278.8381,2278.4285,2278.567
2274.2993,2273.921,2274.0464
2268.0947,2267.8843,2267.945
2271.2324,2271.2385,2271.2173
2287.3977,2287.505,2287.4463
2317.939,2317.9993,2317.9626
2375.996,2376.066,2376.04
2393.2114,2393.1733,2393.2
2393.5493,2393.5188,2393.5437
2393.2761,2393.2522,2393.2754
2393.4043,2393.3875,2393.409
2392.986,2392.974,2392.9949
2393.1135,2393.1125,2393.1287
2393.3743,2393.3752,2393.391
2394.5957,2394.5974,2394.6125
2396.8503,2396.8523,2396.8667
2400.2192,2400.2214,2400.2341
2401.3435,2401.3408,2401.3528
2339.1592,2339.1494,2339.1526
2310.9456,2310.9932,2310.9688
2281.5781,2281.5657,2281.5571
2274.7122,2274.6284,2274.6443
2273.4656,2273.4023,2273.4092
2271.556,2271.5088,2271.51
2274.4822,2274.2854,2274.35
2275.6345,2275.3687,2275.4558
2275.3933,2275.1392,2275.2156
2316.2664,2316.1836,2316.198
2381.7217,2381.7273,2381.7249
2376.5627,2376.5508,2376.5542
2378.0417,2378.0693,2378.059
2392.32,2392.2876,2392.3096
2389.3416,2389.3108,2389.3313
2387.133,2387.1057,2387.1248
2388.0566,2388.0376,2388.0552
2388.35,2388.3374,2388.3542
2391.7468,2391.7505,2391.76
2395.5361,2395.5474,2395.557
2398.8308,2398.847,2398.8555
2402.0396,2402.0579,2402.0654
2404.7625,2404.7805,2404.7864
2407.1619,2407.1777,2407.1824
2406.8145,2406.9026,2406.878
2405.502,2405.7268,2405.652
2342.9556,2343.1306,2343.0615
2278.0195,2278.0046,2277.9968
2274.925,2274.9412,2274.9255
2277.4102,2277.3757,2277.385
2274.1123,2274.0518,2274.0688
2273.0566,2272.847,2272.9133
2272.0706,2271.7173,2271.8262
2276.7974,2276.4932,2276.579
2292.754,2292.5564,2292.6045
2323.388,2323.305,2323.317
2388.3025,2388.304,2388.3052
2399.821,2399.8086,2399.8228
2399.132,2399.125,2399.1372
2399.9084,2399.91,2399.9202
2399.8813,2399.8892,2399.8982
2399.0813,2399.0935,2399.1018
2398.321,2398.338,2398.3423
2398.7085,2398.7273,2398.7317
2400.8914,2400.9128,2400.9167
2403.2114,2403.2336,2403.2366
2406.349,2406.3716,2406.373
2408.4963,2408.5164,2408.5164
2409.2656,2409.2847,2409.2827
2414.0662,2414.0837,2414.081
2356.3882,2356.312,2356.3318
2351.6975,2351.6035,2351.6272
2339.6965,2339.5698,2339.602
2304.5828,2304.3513,2304.4146
2280.8384,2280.503,2280.6013
2277.6487,2277.2583,2277.3816
2274.29,2273.9055,2274.0222
2277.8396,2277.517,2277.6064
2294.1897,2293.9546,2294.0132
2325.5298,2325.393,2325.422
2390.8596,2390.828,2390.8408
2399.8774,2399.8677,2399.8777
2399.9412,2399.9382,2399.946
2398.8145,2398.8162,2398.8225
2399.5474,2399.5566,2399.5615
2400.8303,2400.8472,2400.8516
2398.9563,2398.9695,2398.975
2397.8418,2397.8547,2397.86
2400.3176,2400.3335,2400.3381
2403.653,2403.6711,2403.6743
2406.7195,2406.7373,2406.739
2407.6567,2407.6697,2407.6704
2406.3525,2406.3682,2406.3647
2308.3096,2308.1152,2308.17
2292.564,2292.3215,2292.3892
2280.022,2279.6836,2279.7847
2280.3774,2280.0005,2280.1194
2279.8228,2279.4956,2279.6
2273.5046,2273.252,2273.3276
2272.2395,2271.9417,2272.0298
2273.8308,2273.452,2273.5652
2277.5881,2277.2673,2277.3552
2292.851,2292.6157,2292.6733
2322.428,2322.2815,2322.3125
2385.6213,2385.5764,2385.5918
2394.1663,2394.1418,2394.155
2393.5642,2393.546,2393.557
2393.7585,2393.7473,2393.7563
2393.4438,2393.4382,2393.446
2391.8367,2391.8342,2391.8413
2391.873,2391.8665,2391.8792
2393.5225,2393.5195,2393.5312
2395.0627,2395.061,2395.072
2397.8257,2397.825,2397.8345
2402.1335,2402.1348,2402.1418
2402.673,2402.668,2402.6746
2332.9375,2332.8044,2332.8435
2302.0327,2301.792,2301.8618
2286.2937,2285.972,2286.0671
2274.669,2274.401,2274.4785
2272.2908,2272.1565,2272.1897
2276.3833,2276.1775,2276.241
2281.263,2280.9043,2281.0222
2280.5437,2280.1438,2280.2722
2276.917,2276.5957,2276.6924
2281.0994,2280.8945,2280.9453
2298.5188,2298.3596,2298.3938
2330.9536,2330.8342,2330.8596
2390.544,2390.5056,2390.5242
2395.545,2395.5156,2395.5344
2391.131,2391.1013,2391.119
2387.4065,2387.3772,2387.3933
2385.2354,2385.209,2385.2239
2382.4092,2382.3835,2382.3982
2379.537,2379.5051,2379.5256
2377.9507,2377.9167,2377.9377
2381.8472,2381.8176,2381.8374
2387.8738,2387.8506,2387.8682
2391.4326,2391.4094,2391.4253
2393.1833,2393.1558,2393.171
2393.3918,2393.3833,2393.389
2303.9543,2303.7383,2303.8022
2288.7986,2288.5151,2288.5996
2281.104,2280.7815,2280.8777
2278.481,2278.1145,2278.2263
2295.3323,2295.0747,2295.1458
2278.3645,2278.027,2278.1272
2295.9177,2295.685,2295.7466
2322.4536,2322.3103,2322.3438
2320.7244,2320.5688,2320.6072
2313.8872,2313.7302,2313.7683
2377.0044,2376.9465,2376.9668
2381.4155,2381.3628,2381.3853
2390.8735,2390.8308,2390.8564
2388.4106,2388.3708,2388.3948
2386.2102,2386.1738,2386.196
2385.7227,2385.6921,2385.7131
2384.6616,2384.635,2384.655
2382.1292,2382.1035,2382.125
2380.776,2380.7488,2380.7705
2383.9072,2383.8838,2383.9048
2386.9119,2386.8892,2386.909
2389.8167,2389.7927,2389.8113
2392.9844,2392.9587,2392.976
2383.4707,2383.7688,2383.6685
2384.169,2384.5813,2384.4395
2329.578,2329.9163,2329.7842
2316.97,2317.291,2317.1587
2320.1592,2320.5068,2320.3635
2268.7117,2268.8276,2268.7705
2271.686,2271.7937,2271.7527
2271.0466,2271.1733,2271.1233
2269.694,2269.8416,2269.7769
2304.0261,2304.3523,2304.2156
2287.8179,2288.0615,2287.954
2363.6538,2364.0662,2363.9136
2367.0486,2367.3625,2367.2454
2394.73,2394.6948,2394.7212
2390.7476,2390.7126,2390.7378
2387.4604,2387.427,2387.451
2385.3838,2385.3538,2385.3762
2381.903,2381.8733,2381.8953
2380.707,2380.6978,2380.712
2378.3,2378.29,2378.3064
2379.3533,2379.3455,2379.364
2381.3533,2381.347,2381.3672
2384.266,2384.2612,2384.2817
2387.182,2387.1765,2387.197
2384.051,2384.185,2384.1533
2386.912,2387.106,2387.052
2289.8774,2289.8655,2289.8672
2318.1792,2318.3523,2318.2888
2290.283,2290.3713,2290.3318
2308.9143,2309.097,2309.0237
2327.177,2327.378,2327.3005
2275.511,2275.5115,2275.5034
2276.2131,2276.2832,2276.2488
2292.0852,2292.2358,2292.1672
2372.9446,2373.273,2373.1543
2365.9497,2366.2017,2366.1052
2372.9985,2373.2231,2373.1357
2398.452,2398.4375,2398.4543
2395.464,2395.452,2395.4666
2393.514,2393.5059,2393.5193
2391.2969,2391.2925,2391.3052
2386.685,2386.6802,2386.6929
2381.6348,2381.6335,2381.64
2377.9666,2377.962,2377.9714
2379.9717,2379.9712,2379.983
2381.9807,2381.982,2381.9956
2384.172,2384.173,2384.1882
2385.1907,2385.188,2385.204
2377.759,2378.0425,2377.955
2380.195,2380.5972,2380.467
2378.5032,2378.9792,2378.8215
2306.3015,2306.567,2306.464
2325.0789,2325.4062,2325.2827
2325.0103,2325.3523,2325.2212
2369.8171,2370.2844,2370.1213
2368.088,2368.579,2368.406
2366.9966,2367.503,2367.3225
2300.3264,2300.6375,2300.5063
2368.622,2369.096,2368.921
2313.1484,2313.4346,2313.3083
2374.0417,2374.3513,2374.229
2399.7688,2399.7634,2399.7727
2395.019,2395.0125,2395.02
2392.4185,2392.415,2392.4211
2393.3623,2393.368,2393.3728
2392.617,2392.6282,2392.6328
2391.6082,2391.6255,2391.6267
2392.3105,2392.3325,2392.335
2394.3777,2394.4038,2394.4082
2396.4214,2396.4502,2396.4558
2398.4539,2398.483,2398.4893
2400.6985,2400.7268,2400.7332
2392.0513,2392.3413,2392.25
2389.7603,2390.1875,2390.0474
2303.8308,2304.0867,2303.9873
2331.8662,2332.2488,2332.106
2306.872,2307.1697,2307.05
2296.5825,2296.822,2296.7205
2299.4612,2299.6907,2299.592
2318.304,2318.6177,2318.4902
2324.653,2324.9832,2324.8494
2377.055,2377.4453,2377.3018
2377.8376,2378.205,2378.0664
2376.8562,2377.2263,2377.0828
2380.7898,2381.1096,2380.9822
2407.8464,2407.8599,2407.8625
2406.9358,2406.9546,2406.9553
2406.9583,2406.9844,2406.9832
2407.0974,2407.1304,2407.1284
2406.4404,2406.478,2406.4763
2403.9595,2403.9944,2403.996
2402.9897,2403.0254,2403.0288
2404.5115,2404.551,2404.5554
2405.9275,2405.968,2405.9734
2407.606,2407.6465,2407.6519
2409.162,2409.201,2409.206
2397.3909,2397.7283,2397.62
2395.314,2395.7754,2395.6228
2340.3496,2340.7456,2340.601
2321.1267,2321.4868,2321.348
2271.0115,2271.1267,2271.0796
2273.2776,2273.4011,2273.353
2270.9375,2270.991,2270.9663
2270.2725,2270.2378,2270.243
2267.9993,2267.8933,2267.9146
2272.4404,2272.3555,2272.3633
2287.4006,2287.4736,2287.4216
2312.4958,2312.6619,2312.5771
2374.1904,2374.4412,2374.3374
2401.2617,2401.259,2401.266
2400.7932,2400.7966,2400.8013
2400.2322,2400.242,2400.2449
2400.2349,2400.2515,2400.2534
2399.4998,2399.5215,2399.5234
2396.683,2396.698,2396.7078
2395.8428,2395.8594,2395.8704
2397.391,2397.4111,2397.423
2397.894,2397.9133,2397.926
2400.5742,2400.5947,2400.607
2402.9614,2402.9814,2402.9927
2389.2092,2389.5544,2389.443
2389.2793,2389.7324,2389.5825
2389.097,2389.6113,2389.4387
2386.1453,2386.6853,2386.5012
2385.519,2386.0752,2385.8843
2384.165,2384.7256,2384.532
2382.0852,2382.6436,2382.4495
2379.8665,2380.4082,2380.2183
2377.2256,2377.7134,2377.5403
2285.4473,2285.6028,2285.5278
2373.8665,2374.2036,2374.078
2377.999,2378.2388,2378.1465
2384.751,2384.921,2384.8552
2404.3433,2404.3408,2404.353
2404.8596,2404.8652,2404.875
2403.8027,2403.813,2403.8215
2402.8208,2402.8357,2402.8438
2402.8372,2402.8584,2402.8662
2399.4492,2399.4644,2399.48
2396.7354,2396.7493,2396.7664
2397.6064,2397.6223,2397.6404
2400.3645,2400.3835,2400.4016
2402.0637,2402.0823,2402.0996
2403.2432,2403.259,2403.2754
2390.0168,2390.365,2390.2559
2332.06,2332.3816,2332.2686
2293.5325,2293.761,2293.6714
2272.291,2272.4219,2272.3667
2374.8796,2375.3965,2375.2185
2310.7104,2311.0527,2310.9175
2266.1504,2266.261,2266.2195
2297.0203,2297.3284,2297.2026
2361.6787,2362.1763,2361.9988
2259.8164,2259.938,2259.8762
2359.5476,2360.005,2359.838
2359.3237,2359.7278,2359.5764
2366.1653,2366.4844,2366.3623
2394.8323,2394.8057,2394.8274
2393.3079,2393.2856,2393.3052
2392.2148,2392.198,2392.2158
2391.846,2391.8362,2391.8528
2389.206,2389.1982,2389.215
2385.7336,2385.7268,2385.7454
2384.8948,2384.8896,2384.9097
2386.7415,2386.74,2386.7612
2389.7727,2389.775,2389.7964
