LR_Predicted_V1,LR_Predicted_V2,LR_Predicted_V3
1.0191102035832627,1.0191195132437527,1.0191186421301859
1.0174450115053826,1.0174602475935606,1.0174576761785177
1.0204350106289877,1.0204347626644912,1.0204502786259197
1.0226334252387554,1.0226593252633056,1.0226524903790797
1.0239989250236932,1.0240144239483246,1.0240156279532073
1.0250290592560583,1.0250343425329427,1.0250322536650043
1.0255428050886182,1.0255521592691244,1.025559180794499
1.0265313377623475,1.0265199027486818,1.0265328504903044
1.0256145654702618,1.0256303170675887,1.0256393653576827
1.0171158846486035,1.0171377316793866,1.0171369379257815
0.985549758958839,0.985559070210464,0.9855621183712907
0.9789634411344539,0.9789719680900055,0.978973381451807
0.9766080160847939,0.9766223742650977,0.9766197497422775
0.9780320326551057,0.9780422954639449,0.9780448155727925
0.9863881434784119,0.986390446493302,0.9863861579447258
1.0108038457297253,1.010812548083008,1.010805221168647
1.0226130229418,1.0226353922162927,1.022620989300686
1.023589324304279,1.0235911789591954,1.0235975227308909
1.0243146712621978,1.0243178890564117,1.0243134563307477
1.0258936205713822,1.025903339474095,1.0258971014536313
1.025104566770092,1.025112433221566,1.0251009832905904
1.024940878604716,1.0249438616899422,1.0249463416330216
1.0250292242417383,1.0250220586358136,1.0250265261962053
1.0245947777974815,1.0245964060811419,1.0245998297706904
1.0241649460586189,1.0241634385538116,1.0241788608139746
1.0242171234789714,1.024228280641343,1.0242332717675637
1.0252842900055499,1.0253053935878722,1.0253043084329498
1.0260373489649528,1.026030163092189,1.0260460156424018
1.0269232885094743,1.026915422984787,1.0269251821030259
1.027951442913681,1.0279695591995366,1.0279733088932166
1.0290029218188341,1.0290128627674666,1.0290271631522059
1.0302028850395075,1.0302001449065723,1.0302156129279685
1.0295647679679962,1.0295827847026247,1.0295741364224968
1.0210571499559502,1.021059186179194,1.0210745727249948
0.9904403574609238,0.9904471077488299,0.9904505129911135
0.9831860629533374,0.9832004389269811,0.983197389690963
0.9819426749424472,0.9819472800902971,0.9819545289616114
0.9831143668881456,0.9831178854339374,0.9831229325965778
1.007558653607589,1.0075555956541407,1.0075548826252962
1.0086700502782113,1.0086843300495432,1.008677466509872
1.019833353295453,1.0198503477999412,1.0198517581364395
1.0203709856988181,1.020374316271539,1.0203844127347328
1.020432950405265,1.0204501140405984,1.0204416874227213
1.0212728980942456,1.0212816077656577,1.0212836253361532
1.019997603530688,1.0199926570138242,1.0200006723252095
1.019027742202459,1.0190345633701403,1.0190384575670017
1.0184285757332354,1.018437243842433,1.0184342096087224
1.017604178643675,1.0176149469618208,1.0176037266328883
1.0167033561324632,1.0167035184256346,1.0167102415002671
1.0168303475677207,1.0168386329053236,1.0168190634074452
1.0177496561650887,1.0177494364811164,1.0177526408216586
1.0186023161405222,1.01860766788529,1.0186117611414869
1.019305060060298,1.019323184620292,1.0193248310069445
1.0200618633557237,1.0200441260674336,1.0200608107475975
1.021295673808079,1.0213058078539126,1.0213065352113486
1.0225850201181008,1.0226035611798783,1.0225923519566917
1.0213244036873168,1.0213395445301845,1.0213409000241418
1.0166289224235323,1.016634266662307,1.0166472393434796
1.0155891966507948,1.0155861675369955,1.01559338508449
1.0138904957016954,1.0138827967401116,1.0138951905856295
1.010545880831954,1.0105527924531756,1.0105532125414973
1.0088701268741942,1.008866671681648,1.0088750641834325
1.0081539492051619,1.0081589676506246,1.0081491075131774
1.007353452668244,1.0073648373294892,1.007367308022134
1.0096272349736726,1.0096423859439416,1.009633953799281
1.0086296141057127,1.0086357131641723,1.0086201918218836
1.0085791648404476,1.008587947734908,1.0085829632746908
1.0101566963913324,1.010151562288107,1.0101494259911779
1.009717854057436,1.0097204095227241,1.0097170020968642
1.0088010538016754,1.0088152263961072,1.0087920158858492
1.0078808615521915,1.0078957488733775,1.0078799164796313
1.0072647602816573,1.0072816407004705,1.0072642135837544
1.0070100531519717,1.0070186973531952,1.0070036137534064
1.0071942974145132,1.0072098876974473,1.00718546088777
1.008430697303132,1.0084531058889474,1.0084397765547193
1.0097629510753912,1.0097758827968408,1.0097656855816548
1.0111709137001408,1.0111863946367445,1.0111760747733727
1.01250928872076,1.012499499338817,1.0124933925971096
1.0138842150603904,1.0139028444069604,1.0138865993824313
1.015520210265667,1.0155119510435626,1.015504609318108
1.015065358728088,1.0150676363606326,1.0150607304861965
1.0131190198662303,1.0131333685636275,1.0131334372353815
0.9826213889775859,0.9826284813266492,0.9826181994086788
0.9764844641815069,0.9764981595420691,0.9764783528563056
0.9787875412323996,0.9788003766155409,0.9787854488818446
0.976067016855013,0.9760712374929069,0.9760598896671892
0.9803961096656731,0.9804103053476942,0.9803923618467234
1.003764426893788,1.0037665768328732,1.0037561389444551
1.00942577068034,1.0094467313971474,1.0094206055865234
1.0110329269480485,1.0110176665154915,1.0110056825766067
1.0125762645176868,1.0125698640070062,1.0125578266210966
1.0149057448700947,1.0149332712741668,1.0149032250942283
1.0149093102386004,1.0148995765415456,1.0149003613598284
1.015137423913784,1.0151255353758735,1.0151208689085844
1.0159411838115229,1.0159504802989583,1.0159341694780222
1.016217325097755,1.0162153208973608,1.0162119517147665
1.0167444739195293,1.016753505470257,1.0167360151098617
1.017425940279336,1.0174185695861149,1.017408992693727
1.0185959767755006,1.018592049467941,1.0185716688598951
1.019921835255389,1.0199314696163786,1.0199061690900284
1.02119173003339,1.0211976058185481,1.0211833946321731
1.0228371965352387,1.022823839445798,1.0228185869742463
1.024667782562643,1.0246654397374864,1.0246685593962768
1.0263957167371225,1.0264053826014203,1.026389663770333
1.025604789369637,1.0256169482280317,1.0256107280136886
1.0152432859965477,1.015240100263029,1.015238282018961
0.9836404495948272,0.9836495379823191,0.9836341091868757
0.9771023439417428,0.9771064599174946,0.9770940557521826
0.9740417561144581,0.974044324560532,0.9740341555463939
0.9735585354290427,0.9735564863495315,0.9735419511964922
1.0026377760386957,1.002645358739652,1.002626395723881
1.0041416233071276,1.0041530400366994,1.0041269925491811
1.0150329040873993,1.0150365141719129,1.015017774470205
1.0154614641781619,1.015457158654707,1.0154501983645188
1.0156894100712983,1.0156922220574511,1.0156649784444758
1.0165650170380716,1.0165748814437143,1.0165555998426978
