NN_Predicted_V1,NN_Predicted_V2,NN_Predicted_V3
1.0191494372194012,1.0191643844847837,1.019168839519313
1.0172613352958042,1.0172717442549843,1.017275491480289
1.0200884502449565,1.0201038138687064,1.0201055625738487
1.022120029261892,1.0221389735675996,1.0221387653884162
1.023388631570926,1.023409366217613,1.0234074509691236
1.0244388955521984,1.0244607543664765,1.024457256956192
1.0250937023563,1.0251155195347417,1.0251111061360492
1.0263108844069844,1.0263339506605276,1.0263287878167742
1.025788104841123,1.0258081316785854,1.0258029271989955
1.0183238402130723,1.0184715225259195,1.0184188531924683
0.9860314599752562,0.9861527035317859,0.9860999509266611
0.9803080313163223,0.9804414325371745,0.9803819765623377
0.9785211461117925,0.97866882842464,0.9786033768893154
0.9796498520094461,0.9798031551602505,0.9797363712781512
0.9870595320555564,0.9872219950904394,0.9871550030291563
1.0117343445145173,1.0119142946008228,1.0118509664931712
1.023992184660025,1.0240069653820607,1.0240104211565086
1.0242676057199305,1.0242869663840055,1.0242902972509431
1.0245513955830168,1.0245755860041514,1.0245783339693748
1.0256758546253248,1.0257067484161713,1.0257084138496402
1.0248431378909169,1.024873615323396,1.0248757803869055
1.0246942481388046,1.0247252252013244,1.0247274735365073
1.0247993369906867,1.024830314053207,1.0248326872959
1.024426279893672,1.0244555915227231,1.024458006401253
1.0239500491932638,1.023979693909009,1.0239812760708042
1.0239095791599717,1.0239377666214315,1.0239386826098393
1.024825650839494,1.0248547542893616,1.0248540464801374
1.025444109558139,1.02547329627968,1.0254710895803338
1.0262548425707587,1.0262846538298507,1.0262809898762193
1.027310311031621,1.027341288094141,1.0273362085220612
1.0284786542458324,1.0285111718343112,1.0285048015512928
1.0298761611053526,1.0299107188498307,1.0299032660350578
1.029595577201694,1.029627595160132,1.0296201839811958
1.0219473238111758,1.0220856796965978,1.022037090675145
0.9906270570891077,0.9907475095647398,0.9906964640289205
0.9844850633636235,0.9846310386071654,0.9845687097595948
0.9839931775886087,0.9841577224153277,0.9840885236546983
0.9851138894056117,0.9852847212436756,0.9852140652287611
1.0093446973017863,1.0095557909939588,1.0094815959329229
1.0095866847848054,1.0097691746571509,1.0097047223819078
1.021280317706915,1.0212907683019317,1.0212945571630732
1.0212452603323963,1.0212592083376977,1.0212633719213697
1.020969964180001,1.0209867434221993,1.0209910319133815
1.0215278427562176,1.0215491603046185,1.0215530324374336
1.0202187704138914,1.0202387972513538,1.0202432939217196
1.0192713053134819,1.0192899165324958,1.0192948711970655
1.0186447276066766,1.0186623395656094,1.0186672942301789
1.0177300715456026,1.0177456433485361,1.017750431469759
1.0168398557206835,1.0168560104253312,1.0168580505813305
1.016740637521779,1.016755792966345,1.0167565840472428
1.0175074863624953,1.0175231414371022,1.0175223087203678
1.018264758960766,1.01828083039374,1.0182782906077001
1.0189438810935125,1.0189599525264865,1.0189559138503248
1.0197935019776292,1.0198100314048073,1.019804577110197
1.0212212364546087,1.0212391398643983,1.0212324364946863
1.0227800405455838,1.0227996926605158,1.0227921565740694
1.021970223521372,1.0219860867751625,1.0219787588678997
1.0179830925253526,1.018034096425335,1.0180122792468935
1.0173465638535708,1.0174016480655521,1.0173783319969887
1.015999894350686,1.0160576432562174,1.0160332446558993
1.012904852792238,1.0129787564024169,1.012948487149121
1.0110388594979396,1.011126211483379,1.0110914455597175
1.009791033471429,1.0098634798273227,1.0098343347416183
1.008666865879978,1.0087117076761258,1.0086928882779282
1.010879602422484,1.0108704425384056,1.0108746061220777
1.0096137480786735,1.0096047131021053,1.0096101673967157
1.0094465385584044,1.009439918460366,1.0094460389283637
1.0110113798457043,1.0110106304006432,1.0110167925044777
1.0104879341064552,1.0104884337364959,1.010494679112004
1.0094220150505762,1.0094223481372697,1.0094283436977576
1.008312336730304,1.0083117954644265,1.0083174163023838
1.0074610087768818,1.00745975970178,1.007464547823003
1.0070512288718794,1.0070503128834716,1.0070523530394708
1.007162063469229,1.0071604813074337,1.0071614389316783
1.0084060589987616,1.0084056426403942,1.0084051430103536
1.0097617634782146,1.009762304744092,1.009760222952256
1.0112621108544344,1.0112640261029238,1.0112604870568023
1.0127436388324567,1.0127466782485373,1.0127417652198043
1.01410200800546,1.0141058385024382,1.014099759670277
1.0160182973905165,1.0160240015001472,1.0160169650437414
1.0160110111190905,1.0160145501652116,1.016007680252153
1.0146331147386654,1.0146396099291937,1.0146308664034824
0.9826558761489859,0.982637556380829,0.9826318522711982
0.9766999946136421,0.9766829239205866,0.9766752629266301
0.9784833407720505,0.9784509897269188,0.978449157750103
0.9748192622331446,0.9747608887900625,0.9747681334256519
0.9798003239233537,0.9797778405715246,0.9797734688086691
1.005082811419249,1.0051242807126224,1.0051039207884662
1.0103666489140886,1.0103571143074797,1.01035977900103
1.0118531731925173,1.011849217788029,1.0118526735624767
1.0136173668660344,1.0136201564670946,1.0136237371490526
1.0158462997490245,1.0158571667024086,1.0158599146676321
1.0157498295153433,1.0157626533530533,1.01576535968244
1.015928738705731,1.01594347779193,1.0159459343062964
1.0164318245208235,1.0164482706763283,1.0164501026531438
1.0165647677474718,1.01658142208216,1.016582754428935
1.0169697595312512,1.016984998247491,1.0169850815191643
1.017438287601866,1.0174539010406363,1.0174525686938611
1.0184102345742672,1.0184273052673225,1.0184242242154051
1.0196111370127938,1.019629706595971,1.0196248352030748
1.0208276528900906,1.020847679727553,1.0208411845370249
1.0222772045455115,1.0222992715389734,1.0222912358224863
1.024239668073491,1.0242648993905437,1.024255323148098
1.0261998832662877,1.0262279458202372,1.0262175368610573
1.0258064662451167,1.0258316559263325,1.025821330238826
1.0167348501404747,1.0168973548111944,1.0168363999462358
0.9849516345499124,0.9850753346208087,0.9850180020736448
0.9782310692373615,0.978322418263126,0.9782741206925304
0.975087563564971,0.9751760397180017,0.9751277837832428
0.9757897935870974,0.975909246802648,0.9758502071861785
1.0051155371869112,1.0053123081512516,1.0052379049110323
1.0055522138424347,1.005717799565072,1.0056542632782364
1.016350593003382,1.0163513008126064,1.0163527164310548
1.0165822547988943,1.0165864183825666,1.0165886667177495
1.0165612287013506,1.016568639880287,1.0165710547588167
1.0172492609031554,1.0172613352958042,1.0172635003593138
1.015771480150438,1.0157824303754954,1.0157851367048822
1.0152810516297082,1.0152922100339494,1.015294957999173
1.0147899569355912,1.0148008238889752,1.0148032804033416
1.0136244449582767,1.0136332717556615,1.0136351037324771
1.0124095112427753,1.0124125922946927,1.0124153402599163
1.0119101310171508,1.0119120462656401,1.0119134618840886
1.0123122499281965,1.012314290084196,1.012314290084196
1.0131019152074356,1.0131046215368225,1.0131031642825374
1.013903488335977,1.0139066110237311,1.0139038214226708
1.0152057740369178,1.0152102707072836,1.0152060238519383
1.0168648372227158,1.016870791147367,1.0168654617602666
1.0187667206082673,1.018774964503938,1.018768552585083
1.0184349246254423,1.0184401291050325,1.0184340086370345
1.016683596425472,1.016689675257633,1.0166819726278398
1.016753128272795,1.0167568754980998,1.0167498806775308
1.0164498944739602,1.0164469383295531,1.0164426082025342
1.0157905909994926,1.0157824303754954,1.0157803485836594
1.0148220998015391,1.0148116075706857,1.0148110246689717
1.0138376204422854,1.0138254211421263,1.0138265453097177
1.013387203960644,1.013375587562199,1.0133780440765654
1.0135465859436097,1.0135373427878578,1.0135410900131625
1.0129377034674105,1.0129299592017804,1.0129348722305136
1.0127037933367151,1.012698630492962,1.012704126423409
1.0133125925412412,1.0133116765528332,1.0133171724832803
1.012004061464792,1.0120028123896905,1.0120085997709944
1.011579667381101,1.0115792926585705,1.0115849551323643
1.0108156914131181,1.0108150252397308,1.0108202713551575
1.0099004108144936,1.009898578837678,1.0099029506005335
1.0087468899581546,1.008741060941014,1.0087466817789712
1.00839706565803,1.0083902790166444,1.0083947756870102
1.0094514099513008,1.0094457058416701,1.0094487868935873
1.0113415520308968,1.011338554250653,1.011339761689918
1.0138645588286435,1.0138651417303575,1.0138646837361536
1.0166876767374704,1.0166924648586932,1.0166900916160002
1.0193776432404658,1.0193862618586669,1.0193825979050355
1.0222010109643132,1.0222143344320636,1.022209379767494
1.022866684721799,1.0228794669236723,1.022874262444082
0.9912504704723223,0.9913592649136727,0.9913118833314848
0.9812491261337136,0.9813458461824152,0.9812993389527983
0.9773876520929162,0.9774691334253781,0.9774264566927398
0.9742088392309868,0.9743184247532348,0.9742641316221514
